2021-01-07 10:39:00.351 [main] INFO  top.anets.EinvoiceApplication - Starting EinvoiceApplication on WIN-3DFGP6SS4I1 with PID 5656 (D:\eclipse-sts\workspace\tmooc\E-invoice\target\classes started by Administrator in D:\eclipse-sts\workspace\tmooc\E-invoice)
2021-01-07 10:39:00.353 [main] INFO  top.anets.EinvoiceApplication - The following profiles are active: dev
2021-01-07 10:39:11.620 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-01-07 10:39:11.652 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-01-07 10:39:12.050 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 183ms. Found 0 Redis repository interfaces.
2021-01-07 10:39:14.277 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [top.anets.redis.RedisConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-01-07 10:39:14.279 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisPoolConfig' of type [top.anets.redis.RedisPoolConfig$$EnhancerBySpringCGLIB$$453c8b76] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-01-07 10:39:14.334 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jedisPool' of type [redis.clients.jedis.JedisPool] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-01-07 10:39:14.338 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisService' of type [top.anets.redis.RedisService] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-01-07 10:39:18.450 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 2000 (http)
2021-01-07 10:39:18.683 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-2000"]
2021-01-07 10:39:18.684 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-01-07 10:39:18.684 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2021-01-07 10:39:19.675 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-01-07 10:39:19.675 [main] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 18994 ms
2021-01-07 10:39:21.412 [main] INFO  top.anets.config.JCoDestinationPool - SAP测试环境》》》》》》》》》》》》》
2021-01-07 10:39:21.412 [main] INFO  top.anets.config.JCoDestinationPool - ==========================================
2021-01-07 10:39:42.735 [main] INFO  top.anets.config.JCoDestinationPool - Destination - ABAP_AS2 is invalidInitialization of destination ABAP_AS2 failed: Connect to SAP gateway failed
Connection parameters: TYPE=A DEST=ABAP_AS2 ASHOST=192.168.200.61 SYSNR=00 PCS=1

LOCATION    CPIC (TCP/IP) on local host with Unicode
ERROR       partner '192.168.200.61:3300' not reached
TIME        Thu Jan 07 10:39:42 2021
RELEASE     721
COMPONENT   NI (network interface)
VERSION     40
RC          -10
MODULE      nixxi.cpp
LINE        3283
DETAIL      NiPConnect2: 192.168.200.61:3300
SYSTEM CALL connect
ERRNO       10060
ERRNO TEXT  WSAETIMEDOUT: Connection timed out
COUNTER     2

2021-01-07 10:39:44.658 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-07 10:39:45.657 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-01-07 10:39:45.734 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-2000"]
2021-01-07 10:39:45.834 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 2000 (http) with context path ''
2021-01-07 10:39:45.879 [main] INFO  top.anets.EinvoiceApplication - Started EinvoiceApplication in 52.082 seconds (JVM running for 63.6)
2021-01-07 10:39:51.600 [scheduling-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2021-01-07 10:39:54.096 [scheduling-1] INFO  top.anets.service.impl.SapServiceImpl - 从SAP获取信息开始》》》》》》》》》组织:2000，单据状态:1，获取条数:1
2021-01-07 10:40:02.157 [http-nio-2000-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1609921082,1609936573,1609987179; Hm_lpvt_7174bade1219f9cc272e7978f9523fc8=1609987194] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2021-01-07 10:40:02.175 [http-nio-2000-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-01-07 10:40:02.175 [http-nio-2000-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-01-07 10:40:02.185 [http-nio-2000-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2021-01-07 10:40:05.671 [http-nio-2000-exec-6] INFO  top.anets.service.impl.InvoiceViewServiceImpl - 走缓存线路
2021-01-07 10:40:06.901 [http-nio-2000-exec-6] INFO  top.anets.service.impl.InvoiceViewServiceImpl - 07
2021-01-07 10:40:15.139 [scheduling-1] INFO  top.anets.config.JCoDestinationPool - Destination - ABAP_AS2 is invalidInitialization of destination ABAP_AS2 failed: Connect to SAP gateway failed
Connection parameters: TYPE=A DEST=ABAP_AS2 ASHOST=192.168.200.61 SYSNR=00 PCS=1

LOCATION    CPIC (TCP/IP) on local host with Unicode
ERROR       partner '192.168.200.61:3300' not reached
TIME        Thu Jan 07 10:40:15 2021
RELEASE     721
COMPONENT   NI (network interface)
VERSION     40
RC          -10
MODULE      nixxi.cpp
LINE        3283
DETAIL      NiPConnect2: 192.168.200.61:3300
SYSTEM CALL connect
ERRNO       10060
ERRNO TEXT  WSAETIMEDOUT: Connection timed out
COUNTER     2

2021-01-07 10:40:15.139 [scheduling-1] INFO  top.anets.service.impl.SapServiceImpl - 未从sap获取到函数对象
2021-01-07 10:40:15.142 [scheduling-1] INFO  top.anets.service.impl.SapServiceImpl - 从SAP获取信息开始》》》》》》》》》组织:2000，单据状态:1，获取条数:1
2021-01-07 10:40:36.177 [scheduling-1] INFO  top.anets.config.JCoDestinationPool - Destination - ABAP_AS2 is invalidInitialization of destination ABAP_AS2 failed: Connect to SAP gateway failed
Connection parameters: TYPE=A DEST=ABAP_AS2 ASHOST=192.168.200.61 SYSNR=00 PCS=1

LOCATION    CPIC (TCP/IP) on local host with Unicode
ERROR       partner '192.168.200.61:3300' not reached
TIME        Thu Jan 07 10:40:36 2021
RELEASE     721
COMPONENT   NI (network interface)
VERSION     40
RC          -10
MODULE      nixxi.cpp
LINE        3283
DETAIL      NiPConnect2: 192.168.200.61:3300
